Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols.1,Assis..1,G+A.1,G-PB.1,G+A-PB,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div.1,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Riccardo Calafiori,ZG,19.0,3,1,82.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,500.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,0.0
Aleksander Buksa,AT,18.0,4,0,63.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Laurens Serpe,ZG,20.0,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,500.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Andrea Favilli,AT,24.0,1,0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
Francesco Cassata,LT,24.0,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Agudelo,"AT,LT",22.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,739.0,416.0,324.0,302.0,113.0,349.0,727.0,480.0,378.0,487.0,134.0,353.0,449.0,1188.0,751.0,15.0
Lorenzo Andrenacci,G,26.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651.0,370.0,277.0,304.0,70.0,278.0,580.0,479.0,302.0,418.0,105.0,313.0,350.0,1001.0,736.0,7.0
Lennart-Marten Czyborra,ZG,22.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steeve-Mike Ebongue,LT,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Federico Marchetti,G,38.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rok Vodišek,G,22.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mattia Perin,G,27.0,32,32,2.879,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0
Andrea Masiello,ZG,34.0,30,30,2.563,28.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.5,0.5,0.4,9.0,9.0,99.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,3.0,38.0,22.0,29.0,6.0,3.0,23.0,48.0,479.0,25.0,32.0,13.0,19.0,53.0,91.0,107.0,3.0
Milan Badelj,LT,31.0,30,29,2.408,26.8,1.0,4.0,5.0,1.0,0.0,0.0,7.0,0.0,0.8,0.8,2.7,35.0,23.0,170.0,25.0,4.0,15.0,19.0,4.0,19.0,3.0,10.0,13.0,3.0,13.0,56.0,27.0,27.0,22.0,7.0,26.0,84.0,310.0,58.0,51.0,10.0,41.0,87.0,143.0,45.0,1.0
Ivan Radovanović,"ZG,LT",31.0,33,24,2.232,24.8,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.4,0.4,0.3,7.0,4.0,55.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,3.0,18.0,15.0,13.0,5.0,0.0,12.0,31.0,387.0,19.0,39.0,21.0,18.0,37.0,55.0,114.0,2.0
Davide Zappacosta,ZG,28.0,25,23,2.045,22.7,4.0,2.0,6.0,4.0,0.0,0.0,3.0,0.0,2.6,2.6,1.4,39.0,88.0,38.0,166.0,18.0,9.0,26.0,18.0,26.0,11.0,6.0,17.0,11.0,17.0,33.0,16.0,15.0,13.0,5.0,15.0,30.0,500.0,15.0,17.0,1.0,16.0,18.0,51.0,41.0,0.0
Miha Zajc,LT,26.0,31,22,1.863,20.7,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,1.8,1.8,2.1,39.0,42.0,96.0,42.0,5.0,14.0,19.0,5.0,19.0,8.0,10.0,19.0,8.0,19.0,22.0,14.0,9.0,10.0,3.0,13.0,39.0,333.0,26.0,30.0,4.0,26.0,27.0,49.0,19.0,0.0
Mattia Destro,AT,29.0,29,22,1.606,17.8,11.0,1.0,12.0,11.0,0.0,0.0,5.0,0.0,6.2,6.2,0.5,67.0,22.0,13.0,76.0,62.0,6.0,67.0,62.0,67.0,35.0,3.0,38.0,35.0,38.0,6.0,3.0,0.0,3.0,3.0,2.0,9.0,222.0,7.0,11.0,0.0,11.0,4.0,10.0,8.0,0.0
Domenico Criscito,ZG,33.0,23,20,1.726,19.2,1.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,0.9,0.1,0.4,6.0,39.0,83.0,18.0,5.0,0.0,5.0,0.0,0.0,5.0,2.0,7.0,1.0,3.0,43.0,22.0,29.0,11.0,3.0,22.0,39.0,564.0,17.0,27.0,14.0,13.0,44.0,87.0,51.0,0.0
Edoardo Goldaniga,ZG,26.0,25,19,1.857,20.6,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.5,0.5,0.8,13.0,21.0,68.0,41.0,0.0,5.0,5.0,0.0,5.0,2.0,4.0,6.0,2.0,6.0,28.0,18.0,21.0,7.0,0.0,14.0,23.0,609.0,9.0,17.0,7.0,10.0,38.0,66.0,62.0,1.0
Kevin Strootman,LT,30.0,18,18,1.314,14.6,0.0,4.0,4.0,0.0,0.0,0.0,7.0,0.0,0.5,0.5,2.7,32.0,15.0,78.0,28.0,0.0,27.0,27.0,0.0,27.0,4.0,18.0,22.0,4.0,22.0,30.0,18.0,13.0,15.0,2.0,14.0,32.0,438.0,18.0,35.0,3.0,32.0,25.0,55.0,18.0,0.0
Eldor Shomurodov,AT,25.0,31,16,1.677,18.6,8.0,1.0,9.0,8.0,0.0,0.0,1.0,0.0,5.7,5.7,1.9,76.0,33.0,32.0,133.0,43.0,5.0,48.0,43.0,48.0,31.0,10.0,41.0,31.0,41.0,28.0,14.0,7.0,13.0,8.0,9.0,37.0,243.0,28.0,17.0,2.0,15.0,6.0,34.0,11.0,0.0
Marko Pjaca,"AT,LT",25.0,35,15,1.418,15.8,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,2.6,2.6,1.9,45.0,38.0,50.0,102.0,19.0,13.0,32.0,19.0,32.0,17.0,12.0,29.0,17.0,29.0,13.0,6.0,6.0,3.0,4.0,4.0,16.0,250.0,12.0,7.0,2.0,5.0,7.0,20.0,12.0,0.0
Goran Pandev,"AT,LT",37.0,29,15,1.404,15.6,7.0,3.0,10.0,6.0,1.0,1.0,5.0,0.0,4.2,3.4,1.4,48.0,23.0,44.0,98.0,45.0,19.0,64.0,38.0,58.0,27.0,9.0,36.0,22.0,31.0,9.0,5.0,1.0,6.0,2.0,4.0,10.0,400.0,6.0,6.0,0.0,6.0,2.0,11.0,7.0,1.0
Lennart-Marten Czyborra,ZG,21.0,17,15,1.173,13.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,0.3,5.0,14.0,26.0,34.0,8.0,0.0,8.0,8.0,8.0,2.0,2.0,4.0,2.0,4.0,19.0,10.0,7.0,7.0,5.0,11.0,19.0,579.0,8.0,6.0,1.0,5.0,17.0,36.0,27.0,0.0
Paolo Ghiglione,"ZG,LT",23.0,23,14,1.358,15.1,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,2.0,26.0,39.0,27.0,99.0,0.0,27.0,27.0,0.0,27.0,4.0,13.0,17.0,4.0,17.0,27.0,15.0,17.0,8.0,2.0,13.0,28.0,464.0,15.0,14.0,2.0,12.0,13.0,40.0,25.0,0.0
Gianluca Scamacca,AT,21.0,26,13,1.352,15.0,8.0,2.0,10.0,6.0,2.0,2.0,1.0,0.0,7.9,6.3,2.7,89.0,20.0,18.0,87.0,53.0,13.0,67.0,40.0,53.0,52.0,18.0,70.0,42.0,60.0,19.0,10.0,6.0,7.0,6.0,7.0,19.0,368.0,12.0,21.0,4.0,17.0,9.0,28.0,12.0,0.0
Lukas Lerager,LT,27.0,16,13,1.159,12.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.5,11.0,9.0,46.0,32.0,0.0,8.0,8.0,0.0,8.0,5.0,4.0,9.0,5.0,9.0,24.0,13.0,14.0,9.0,1.0,11.0,30.0,367.0,19.0,13.0,3.0,10.0,14.0,38.0,25.0,1.0
Nicolò Rovella,LT,18.0,20,12,1.187,13.2,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.9,0.9,1.6,24.0,15.0,59.0,7.0,0.0,15.0,15.0,0.0,15.0,7.0,12.0,18.0,7.0,18.0,29.0,16.0,15.0,11.0,3.0,9.0,32.0,281.0,23.0,11.0,0.0,11.0,20.0,49.0,19.0,1.0
Cristián Zapata,ZG,33.0,12,12,968.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,2.0,2.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,18.0,12.0,11.0,7.0,0.0,10.0,14.0,714.0,4.0,15.0,11.0,4.0,15.0,33.0,56.0,0.0
Davide Biraschi,ZG,26.0,13,11,915.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,1.0,9.0,39.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,17.0,9.0,12.0,5.0,0.0,5.0,10.0,500.0,5.0,12.0,6.0,6.0,21.0,38.0,26.0,0.0
Mattia Bani,ZG,26.0,11,10,921.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.6,0.6,0.2,7.0,1.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,7.0,6.0,7.0,10.0,5.0,5.0,5.0,0.0,5.0,12.0,417.0,7.0,16.0,11.0,5.0,27.0,37.0,44.0,0.0
Valon Behrami,LT,35.0,26,8,892.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.5,0.5,0.1,6.0,5.0,23.0,16.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,5.0,6.0,21.0,9.0,9.0,10.0,2.0,9.0,26.0,346.0,17.0,13.0,5.0,8.0,9.0,30.0,13.0,0.0
Luca Pellegrini,"ZG,LT",21.0,11,7,639.0,7.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,1.6,17.0,23.0,13.0,47.0,0.0,14.0,14.0,0.0,14.0,2.0,23.0,25.0,2.0,25.0,9.0,6.0,6.0,2.0,1.0,4.0,10.0,400.0,6.0,11.0,2.0,9.0,8.0,17.0,13.0,1.0
Stefano Sturaro,LT,27.0,6,6,445.0,4.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.3,10.0,2.0,24.0,12.0,20.0,0.0,20.0,20.0,20.0,13.0,7.0,20.0,13.0,20.0,11.0,5.0,3.0,6.0,2.0,3.0,15.0,200.0,12.0,5.0,0.0,5.0,7.0,18.0,2.0,0.0
Federico Marchetti,G,37.0,4,4,334.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1000.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
Filippo Melegoni,"LT,ZG",21.0,14,3,389.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.5,8.0,11.0,16.0,26.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,19.0,8.0,19.0,7.0,6.0,2.0,5.0,0.0,3.0,6.0,500.0,3.0,5.0,0.0,5.0,5.0,12.0,8.0,0.0
Francesco Cassata,"ZG,AT",23.0,8,2,227.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,3.0,7.0,6.0,7.0,0.0,0.0,4.0,7.0,571.0,3.0,0.0,0.0,0.0,3.0,10.0,1.0,0.0
Alberto Paleari,G,27.0,3,2,206.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Jérôme Onguéné,ZG,22.0,4,1,181.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,7.0,286.0,5.0,2.0,0.0,2.0,2.0,4.0,8.0,0.0
Manolo Portanova,"LT,AT",20.0,3,0,66.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,3.0,1.0,2.0,1.0,4.0,2.0,0.0
Vittorio Parigini,"LT,ZG",24.0,4,0,56.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,5.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
Giuseppe Caso,"ZG,AT",21.0,2,0,54.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steeve-Mike Ebongue,LT,19.0,3,0,52.0,0.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.0,1.0,1.0,0.0,0.0,173.0,173.0,0.0,173.0,0.0,69.0,69.0,0.0,69.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
Yayah Kallon,AT,19.0,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,5.0,23.0,17.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giuseppe Agostino,G,17.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.0,309.0,293.0,197.0,65.0,255.0,640.0,398.0,385.0,437.0,123.0,314.0,520.0,1075.0,785.0,12.0
Peter Ankersen,ZG,29.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.0,328.0,256.0,216.0,79.0,246.0,540.0,456.0,294.0,367.0,91.0,276.0,443.0,994.0,579.0,10.0
Raúl Asencio,AT,22.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel Asoro,AT,21.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Petar Brlek,LT,26.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Dumbravanu,ZG,19.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darian Males,LT,19.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claudiu Micovschi,LT,21.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lasse Schöne,LT,34.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lukáš Zima,G,26.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lorenzo Montipò,G,27.0,37,37,3.33,37.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,333.0,2.0,0.0,0.0,0.0,0.0,1.0,25.0,2.0
Michael Folorunsho,"LT,AT",25.0,34,33,2.781,30.9,5.0,1.0,6.0,5.0,0.0,0.0,5.0,0.0,4.0,3.9,1.4,53.0,56.0,54.0,110.0,16.0,3.0,19.0,16.0,19.0,13.0,4.0,17.0,13.0,17.0,50.0,28.0,21.0,22.0,7.0,23.0,57.0,404.0,34.0,45.0,12.0,33.0,17.0,67.0,44.0,2.0
Ondrej Duda,LT,28.0,32,29,2.456,27.3,1.0,4.0,5.0,1.0,0.0,1.0,14.0,2.0,2.2,1.4,3.3,47.0,34.0,117.0,47.0,4.0,15.0,18.0,4.0,18.0,8.0,12.0,20.0,5.0,17.0,59.0,39.0,17.0,35.0,7.0,31.0,52.0,596.0,21.0,29.0,12.0,17.0,26.0,85.0,21.0,0.0
Giangiacomo Magnani,ZG,27.0,33,27,2.444,27.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.5,0.5,0.2,8.0,15.0,79.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,3.0,33.0,18.0,23.0,10.0,0.0,15.0,25.0,600.0,10.0,50.0,28.0,22.0,45.0,78.0,118.0,0.0
Paweł Dawidowicz,ZG,28.0,28,25,2.143,23.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.5,0.5,0.0,6.0,11.0,89.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,53.0,30.0,33.0,18.0,2.0,17.0,29.0,586.0,12.0,17.0,9.0,8.0,24.0,77.0,114.0,1.0
Tomáš Suslov,"LT,AT",21.0,32,23,2.092,23.2,3.0,5.0,8.0,2.0,1.0,1.0,7.0,0.0,3.5,2.6,3.6,62.0,46.0,64.0,74.0,13.0,22.0,34.0,9.0,30.0,15.0,15.0,31.0,11.0,26.0,42.0,30.0,11.0,22.0,9.0,15.0,47.0,319.0,32.0,15.0,0.0,15.0,6.0,48.0,8.0,0.0
Darko Lazović,"AT,LT",32.0,32,22,1.928,21.4,3.0,2.0,5.0,2.0,1.0,1.0,0.0,1.0,2.8,2.0,4.4,64.0,43.0,66.0,139.0,14.0,9.0,23.0,9.0,19.0,13.0,21.0,34.0,9.0,30.0,26.0,16.0,11.0,6.0,9.0,16.0,31.0,516.0,15.0,10.0,1.0,9.0,6.0,32.0,14.0,0.0
Jackson Tchatchoua,ZG,21.0,26,19,1.725,19.2,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.3,13.0,34.0,53.0,66.0,0.0,10.0,10.0,0.0,10.0,0.0,7.0,7.0,0.0,7.0,39.0,26.0,25.0,12.0,2.0,23.0,48.0,479.0,25.0,17.0,7.0,10.0,23.0,62.0,49.0,2.0
Suat Serdar,LT,26.0,25,19,1.659,18.4,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,1.4,24.0,20.0,68.0,36.0,0.0,11.0,11.0,0.0,11.0,5.0,7.0,13.0,5.0,13.0,51.0,39.0,24.0,23.0,4.0,22.0,45.0,489.0,23.0,29.0,7.0,22.0,20.0,71.0,25.0,1.0
Diego Coppola,ZG,19.0,24,18,1.634,18.2,2.0,0.0,2.0,2.0,0.0,0.0,9.0,0.0,1.2,1.2,0.2,14.0,1.0,40.0,0.0,11.0,0.0,11.0,11.0,11.0,7.0,1.0,8.0,7.0,8.0,36.0,22.0,25.0,9.0,2.0,20.0,33.0,606.0,13.0,26.0,9.0,17.0,27.0,63.0,89.0,1.0
Juan David Cabal,ZG,22.0,22,17,1.497,16.6,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.5,0.5,0.4,9.0,26.0,70.0,48.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,3.0,6.0,36.0,27.0,19.0,14.0,3.0,18.0,29.0,621.0,11.0,30.0,9.0,21.0,26.0,62.0,55.0,2.0
Cyril Ngonge,"AT,LT",23.0,19,17,1.431,15.9,6.0,2.0,8.0,6.0,0.0,0.0,4.0,0.0,4.2,3.4,1.7,51.0,53.0,44.0,117.0,38.0,13.0,50.0,38.0,50.0,27.0,11.0,37.0,21.0,32.0,14.0,9.0,5.0,3.0,6.0,5.0,14.0,357.0,9.0,7.0,1.0,6.0,4.0,18.0,10.0,0.0
Tijjani Noslin,"AT,LT",24.0,17,17,1.339,14.9,5.0,4.0,9.0,5.0,0.0,0.0,2.0,0.0,3.6,3.6,2.2,58.0,29.0,26.0,94.0,34.0,27.0,60.0,34.0,60.0,24.0,14.0,39.0,24.0,39.0,18.0,8.0,5.0,7.0,6.0,6.0,16.0,375.0,10.0,17.0,2.0,15.0,2.0,20.0,14.0,0.0
Filippo Terracciano,ZG,20.0,18,14,1.296,14.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,1.0,13.0,26.0,51.0,28.0,0.0,7.0,7.0,0.0,7.0,2.0,7.0,9.0,2.0,9.0,30.0,19.0,23.0,6.0,1.0,17.0,31.0,548.0,14.0,24.0,6.0,18.0,20.0,50.0,17.0,0.0
Milan Đurić,AT,33.0,20,13,1.204,13.4,5.0,1.0,6.0,4.0,1.0,3.0,2.0,0.0,4.5,2.2,1.2,34.0,3.0,15.0,33.0,37.0,7.0,45.0,30.0,37.0,34.0,9.0,43.0,16.0,25.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,13.0,0.0
