Sem,Dia,Data,Horário,Em casa,xG,Resultado,xG.1,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
18.0,sáb,2023-12-30,15:00,Cagliari,1.8,0–0,0.3,Empoli,16.125,Unipol Domus,Fabio Maresca,Relatório da Partida,
18.0,sáb,2023-12-30,18:00,Milan,1.5,1–0,0.5,Sassuolo,70.385,Stadio Giuseppe Meazza,Livio Marinelli,Relatório da Partida,
18.0,sáb,2023-12-30,18:00,Hellas Verona,0.8,0–1,0.5,Salernitana,18.181,Stadio Marc'Antonio Bentegodi,Maurizio Mariani,Relatório da Partida,
18.0,sáb,2023-12-30,20:45,Juventus,1.1,1–0,0.5,Roma,41.503,Allianz Stadium,Simone Sozza,Relatório da Partida,
,,,,,,,,,,,,,
19.0,sex,2024-01-05,20:45,Bologna,1.3,1–1,0.1,Genoa,25.095,Stadio Renato Dall'Ara,Andrea Colombo,Relatório da Partida,
19.0,sáb,2024-01-06,12:30,Inter,1.9,2–1,1.3,Hellas Verona,71.691,Stadio Giuseppe Meazza,Michael Fabbri,Relatório da Partida,
19.0,sáb,2024-01-06,15:00,Frosinone,1.2,2–3,1.3,Monza,13.146,Stadio Benito Stirpe,Maria Sole Ferrieri Caputi,Relatório da Partida,
19.0,sáb,2024-01-06,18:00,Lecce,1.5,1–1,1.0,Cagliari,25.203,Stadio Comunale Via Del Mare,Davide Massa,Relatório da Partida,
19.0,sáb,2024-01-06,20:45,Sassuolo,0.9,1–0,1.2,Fiorentina,15.759,Mapei Stadium - Città del Tricolore,Rosario Abisso,Relatório da Partida,
19.0,dom,2024-01-07,12:30,Empoli,0.9,0–3,1.7,Milan,15.009,Stadio Carlo Castellani,Federico La Penna,Relatório da Partida,
19.0,dom,2024-01-07,15:00,Udinese,0.7,1–2,0.5,Lazio,23.033,Bluenergy Stadium,Juan Sacchi,Relatório da Partida,
19.0,dom,2024-01-07,15:00,Torino,2.1,3–0,1.0,Napoli,23.96,Stadio Olimpico di Torino,Maurizio Mariani,Relatório da Partida,
19.0,dom,2024-01-07,18:00,Salernitana,0.8,1–2,2.0,Juventus,40.548,Stadio Arechi,Marco Guida,Relatório da Partida,
19.0,dom,2024-01-07,20:45,Roma,2.1,1–1,0.7,Atalanta,60.022,Stadio Olimpico,Gianluca Aureliano,Relatório da Partida,
,,,,,,,,,,,,,
20.0,sáb,2024-01-13,15:00,Napoli,2.2,2–1,0.1,Salernitana,35.0,Stadio Diego Armando Maradona,Livio Marinelli,Relatório da Partida,
20.0,sáb,2024-01-13,15:00,Genoa,0.5,0–0,0.4,Torino,33.019,Stadio Comunale Luigi Ferraris,Antonio Giua,Relatório da Partida,
20.0,sáb,2024-01-13,18:00,Hellas Verona,0.8,2–1,0.8,Empoli,28.723,Stadio Marc'Antonio Bentegodi,Daniele Doveri,Relatório da Partida,
20.0,sáb,2024-01-13,20:45,Monza,1.0,1–5,4.3,Inter,14.67,U-Power Stadium,Antonio Rapuano,Relatório da Partida,
20.0,dom,2024-01-14,12:30,Lazio,0.9,1–0,1.1,Lecce,40.0,Stadio Olimpico,Maria Sole Ferrieri Caputi,Relatório da Partida,
20.0,dom,2024-01-14,15:00,Cagliari,0.7,2–1,0.6,Bologna,15.98,Unipol Domus,Gianluca Manganiello,Relatório da Partida,
20.0,dom,2024-01-14,18:00,Fiorentina,1.3,2–2,1.2,Udinese,23.686,Stadio Artemio Franchi,Luca Pairetto,Relatório da Partida,
20.0,dom,2024-01-14,20:45,Milan,1.5,3–1,1.4,Roma,74.198,Stadio Giuseppe Meazza,Marco Guida,Relatório da Partida,
20.0,seg,2024-01-15,20:45,Atalanta,3.7,5–0,0.4,Frosinone,14.195,Gewiss Stadium,Alessandro Prontera,Relatório da Partida,
20.0,ter,2024-01-16,20:45,Juventus,1.2,3–0,0.3,Sassuolo,39.005,Allianz Stadium,Marco Piccinini,Relatório da Partida,
,,,,,,,,,,,,,
21.0,sáb,2024-01-20,18:00,Roma,0.9,2–1,1.1,Hellas Verona,61.857,Stadio Olimpico,Juan Sacchi,Relatório da Partida,
21.0,sáb,2024-01-20,20:45,Udinese,0.6,2–3,2.6,Milan,24.591,Bluenergy Stadium,Fabio Maresca,Relatório da Partida,
21.0,dom,2024-01-21,12:30,Frosinone,2.8,3–1,0.6,Cagliari,13.925,Stadio Benito Stirpe,Federico Dionisi,Relatório da Partida,
21.0,dom,2024-01-21,15:00,Empoli,1.3,3–0,0.8,Monza,7.65,Stadio Carlo Castellani,Antonio Giua,Relatório da Partida,
21.0,dom,2024-01-21,18:00,Salernitana,0.8,1–2,1.1,Genoa,17.44,Stadio Arechi,Daniele Orsato,Relatório da Partida,
21.0,dom,2024-01-21,20:45,Lecce,0.6,0–3,2.1,Juventus,28.074,Stadio Comunale Via Del Mare,Daniele Doveri,Relatório da Partida,
,,,,,,,,,,,,,
22.0,sex,2024-01-26,20:45,Cagliari,2.2,1–2,1.6,Torino,16.196,Unipol Domus,Andrea Colombo,Relatório da Partida,
22.0,sáb,2024-01-27,15:00,Atalanta,1.1,2–0,0.6,Udinese,14.716,Gewiss Stadium,Marco Piccinini,Relatório da Partida,
22.0,sáb,2024-01-27,18:00,Juventus,0.8,1–1,0.8,Empoli,39.518,Allianz Stadium,Livio Marinelli,Relatório da Partida,
22.0,sáb,2024-01-27,20:45,Milan,3.3,2–2,1.8,Bologna,71.334,Stadio Giuseppe Meazza,Davide Massa,Relatório da Partida,
22.0,dom,2024-01-28,12:30,Genoa,1.7,2–1,1.8,Lecce,32.152,Stadio Comunale Luigi Ferraris,Luca Pairetto,Relatório da Partida,
22.0,dom,2024-01-28,15:00,Monza,0.4,1–0,0.8,Sassuolo,9.882,U-Power Stadium,Gianluca Manganiello,Relatório da Partida,
22.0,dom,2024-01-28,15:00,Hellas Verona,2.2,1–1,1.2,Frosinone,17.529,Stadio Marc'Antonio Bentegodi,Federico La Penna,Relatório da Partida,
22.0,dom,2024-01-28,18:00,Lazio,0.5,0–0,0.2,Napoli,30.0,Stadio Olimpico,Daniele Orsato,Relatório da Partida,
22.0,dom,2024-01-28,20:45,Fiorentina,1.8,0–1,0.5,Inter,35.084,Stadio Artemio Franchi,Gianluca Aureliano,Relatório da Partida,
22.0,seg,2024-01-29,20:45,Salernitana,1.2,1–2,1.6,Roma,18.038,Stadio Arechi,Marco Di Bello,Relatório da Partida,
,,,,,,,,,,,,,
23.0,sex,2024-02-02,20:45,Lecce,2.6,3–2,1.1,Fiorentina,24.778,Stadio Comunale Via Del Mare,Antonio Giua,Relatório da Partida,
23.0,sáb,2024-02-03,15:00,Udinese,0.9,0–0,0.1,Monza,11.373,Bluenergy Stadium,Alessandro Prontera,Relatório da Partida,
23.0,sáb,2024-02-03,15:00,Empoli,0.6,0–0,0.6,Genoa,10.374,Stadio Carlo Castellani,Ermanno Feliciani,Relatório da Partida,
23.0,sáb,2024-02-03,18:00,Frosinone,1.0,2–3,1.4,Milan,16.05,Stadio Benito Stirpe,Luca Pairetto,Relatório da Partida,
23.0,sáb,2024-02-03,20:45,Bologna,1.1,4–2,0.8,Sassuolo,20.932,Stadio Renato Dall'Ara,Juan Sacchi,Relatório da Partida,
23.0,dom,2024-02-04,12:30,Torino,0.8,0–0,0.1,Salernitana,24.461,Stadio Olimpico di Torino,Daniele Chiffi,Relatório da Partida,
23.0,dom,2024-02-04,15:00,Napoli,1.2,2–1,0.9,Hellas Verona,44.0,Stadio Diego Armando Maradona,Marco Piccinini,Relatório da Partida,
23.0,dom,2024-02-04,18:00,Atalanta,2.3,3–1,1.2,Lazio,14.492,Gewiss Stadium,Marco Guida,Relatório da Partida,
23.0,dom,2024-02-04,20:45,Inter,1.7,1–0,0.6,Juventus,75.547,Stadio Giuseppe Meazza,Fabio Maresca,Relatório da Partida,
23.0,seg,2024-02-05,20:45,Roma,2.5,4–0,0.6,Cagliari,61.755,Stadio Olimpico,Matteo Marcenaro,Relatório da Partida,
,,,,,,,,,,,,,
24.0,sex,2024-02-09,20:45,Salernitana,0.9,1–3,2.2,Empoli,18.511,Stadio Arechi,Maurizio Mariani,Relatório da Partida,
24.0,sáb,2024-02-10,15:00,Cagliari,0.8,1–3,1.3,Lazio,16.155,Unipol Domus,Marco Di Bello,Relatório da Partida,
24.0,sáb,2024-02-10,18:00,Roma,0.7,2–4,0.9,Inter,65.044,Stadio Olimpico,Marco Guida,Relatório da Partida,
24.0,sáb,2024-02-10,20:45,Sassuolo,0.4,1–1,1.0,Torino,10.955,Mapei Stadium - Città del Tricolore,Daniele Orsato,Relatório da Partida,
24.0,dom,2024-02-11,12:30,Fiorentina,2.2,5–1,1.1,Frosinone,25.397,Stadio Artemio Franchi,Ermanno Feliciani,Relatório da Partida,
24.0,dom,2024-02-11,15:00,Bologna,1.5,4–0,1.2,Lecce,24.658,Stadio Renato Dall'Ara,Gianluca Manganiello,Relatório da Partida,
24.0,dom,2024-02-11,15:00,Monza,0.7,0–0,0.7,Hellas Verona,10.855,U-Power Stadium,Davide Massa,Relatório da Partida,
24.0,dom,2024-02-11,18:00,Genoa,0.8,1–4,2.1,Atalanta,31.201,Stadio Comunale Luigi Ferraris,Andrea Colombo,Relatório da Partida,
24.0,dom,2024-02-11,20:45,Milan,0.9,1–0,0.7,Napoli,73.891,Stadio Giuseppe Meazza,Daniele Doveri,Relatório da Partida,
24.0,seg,2024-02-12,20:45,Juventus,1.7,0–1,0.7,Udinese,38.856,Allianz Stadium,Rosario Abisso,Relatório da Partida,
,,,,,,,,,,,,,
21.0,qua,2024-02-14,19:00,Bologna,2.1,2–0,0.9,Fiorentina,25.684,Stadio Renato Dall'Ara,Daniele Chiffi,Relatório da Partida,
,,,,,,,,,,,,,
25.0,sex,2024-02-16,19:00,Torino,1.2,2–0,0.5,Lecce,22.457,Stadio Olimpico di Torino,Giovanni Ayroldi,Relatório da Partida,
25.0,sex,2024-02-16,21:00,Inter,3.9,4–0,0.0,Salernitana,72.609,Stadio Giuseppe Meazza,Marco Piccinini,Relatório da Partida,
25.0,sáb,2024-02-17,15:00,Napoli,1.4,1–1,0.3,Genoa,47.0,Stadio Diego Armando Maradona,Juan Sacchi,Relatório da Partida,
25.0,sáb,2024-02-17,18:00,Hellas Verona,0.6,2–2,1.8,Juventus,26.0,Stadio Marc'Antonio Bentegodi,Marco Di Bello,Relatório da Partida,
25.0,sáb,2024-02-17,20:45,Atalanta,4.2,3–0,1.6,Sassuolo,14.474,Gewiss Stadium,Alessandro Prontera,Relatório da Partida,
25.0,dom,2024-02-18,12:30,Lazio,1.1,1–2,1.4,Bologna,37.0,Stadio Olimpico,Fabio Maresca,Relatório da Partida,
25.0,dom,2024-02-18,15:00,Empoli,1.0,1–1,0.7,Fiorentina,12.49,Stadio Carlo Castellani,Luca Pairetto,Relatório da Partida,
25.0,dom,2024-02-18,15:00,Udinese,1.0,1–1,0.2,Cagliari,15.445,Bluenergy Stadium,Maurizio Mariani,Relatório da Partida,
25.0,dom,2024-02-18,18:00,Frosinone,1.4,0–3,1.8,Roma,16.056,Stadio Benito Stirpe,Antonio Giua,Relatório da Partida,
25.0,dom,2024-02-18,20:45,Monza,1.8,4–2,1.3,Milan,14.319,U-Power Stadium,Andrea Colombo,Relatório da Partida,
,,,,,,,,,,,,,
21.0,qui,2024-02-22,20:45,Torino,1.5,0–2,0.5,Lazio,22.742,Stadio Olimpico di Torino,Federico La Penna,Relatório da Partida,
,,,,,,,,,,,,,
26.0,sex,2024-02-23,20:45,Bologna,1.6,2–0,0.6,Hellas Verona,26.033,Stadio Renato Dall'Ara,Rosario Abisso,Relatório da Partida,
26.0,sáb,2024-02-24,15:00,Sassuolo,1.7,2–3,2.0,Empoli,,Mapei Stadium - Città del Tricolore,Gianluca Aureliano,Relatório da Partida,
26.0,sáb,2024-02-24,18:00,Salernitana,0.9,0–2,2.4,Monza,18.56,Stadio Arechi,Michael Fabbri,Relatório da Partida,
26.0,sáb,2024-02-24,20:45,Genoa,1.3,2–0,0.3,Udinese,31.126,Stadio Comunale Luigi Ferraris,Francesco Fourneau,Relatório da Partida,
26.0,dom,2024-02-25,12:30,Juventus,2.0,3–2,0.4,Frosinone,40.719,Allianz Stadium,Antonio Rapuano,Relatório da Partida,
26.0,dom,2024-02-25,15:00,Cagliari,0.7,1–1,1.3,Napoli,16.382,Unipol Domus,Luca Pairetto,Relatório da Partida,
26.0,dom,2024-02-25,18:00,Lecce,1.0,0–4,2.9,Inter,27.91,Stadio Comunale Via Del Mare,Daniele Doveri,Relatório da Partida,
26.0,dom,2024-02-25,20:45,Milan,1.3,1–1,1.1,Atalanta,71.264,Stadio Giuseppe Meazza,Daniele Orsato,Relatório da Partida,
26.0,seg,2024-02-26,18:30,Roma,1.4,3–2,0.6,Torino,61.595,Stadio Olimpico,Juan Sacchi,Relatório da Partida,
26.0,seg,2024-02-26,20:45,Fiorentina,2.5,2–1,0.3,Lazio,25.19,Stadio Artemio Franchi,Marco Guida,Relatório da Partida,
,,,,,,,,,,,,,
21.0,qua,2024-02-28,18:00,Sassuolo,0.3,1–6,2.7,Napoli,17.085,Mapei Stadium - Città del Tricolore,Daniele Chiffi,Relatório da Partida,
21.0,qua,2024-02-28,20:45,Inter,2.0,4–0,0.3,Atalanta,71.422,Stadio Giuseppe Meazza,Andrea Colombo,Relatório da Partida,
,,,,,,,,,,,,,
27.0,sex,2024-03-01,20:45,Lazio,1.3,0–1,1.0,Milan,48.0,Stadio Olimpico,Marco Di Bello,Relatório da Partida,
27.0,sáb,2024-03-02,15:00,Udinese,1.8,1–1,1.1,Salernitana,20.189,Bluenergy Stadium,Gianluca Manganiello,Relatório da Partida,
27.0,sáb,2024-03-02,18:00,Monza,0.9,1–4,1.8,Roma,14.188,U-Power Stadium,Marco Piccinini,Relatório da Partida,
27.0,sáb,2024-03-02,20:45,Torino,0.6,0–0,0.6,Fiorentina,22.845,Stadio Olimpico di Torino,Matteo Marchetti,Relatório da Partida,
27.0,dom,2024-03-03,12:30,Hellas Verona,0.4,1–0,0.5,Sassuolo,19.338,Stadio Marc'Antonio Bentegodi,Fabio Maresca,Relatório da Partida,
27.0,dom,2024-03-03,15:00,Frosinone,1.3,1–1,1.2,Lecce,15.334,Stadio Benito Stirpe,Marco Guida,Relatório da Partida,
27.0,dom,2024-03-03,15:00,Empoli,1.4,0–1,0.6,Cagliari,11.223,Stadio Carlo Castellani,Antonio Rapuano,Relatório da Partida,
27.0,dom,2024-03-03,18:00,Atalanta,1.4,1–2,1.3,Bologna,14.931,Gewiss Stadium,Federico La Penna,Relatório da Partida,
27.0,dom,2024-03-03,20:45,Napoli,2.1,2–1,1.6,Juventus,52.0,Stadio Diego Armando Maradona,Maurizio Mariani,Relatório da Partida,
27.0,seg,2024-03-04,20:45,Inter,1.8,2–1,0.8,Genoa,75.421,Stadio Giuseppe Meazza,Giovanni Ayroldi,Relatório da Partida,
,,,,,,,,,,,,,
28.0,sex,2024-03-08,20:45,Napoli,1.6,1–1,0.9,Torino,42.0,Stadio Diego Armando Maradona,Daniele Orsato,Relatório da Partida,
28.0,sáb,2024-03-09,15:00,Cagliari,3.3,4–2,0.9,Salernitana,16.118,Unipol Domus,Francesco Fourneau,Relatório da Partida,
28.0,sáb,2024-03-09,15:00,Sassuolo,0.6,1–0,1.3,Frosinone,11.189,Mapei Stadium - Città del Tricolore,Federico La Penna,Relatório da Partida,
28.0,sáb,2024-03-09,18:00,Bologna,0.6,0–1,0.9,Inter,30.204,Stadio Renato Dall'Ara,Luca Pairetto,Relatório da Partida,
28.0,sáb,2024-03-09,20:45,Genoa,2.1,2–3,1.7,Monza,,Stadio Comunale Luigi Ferraris,Ermanno Feliciani,Relatório da Partida,
28.0,dom,2024-03-10,12:30,Lecce,1.0,0–1,0.6,Hellas Verona,25.222,Stadio Comunale Via Del Mare,Daniele Chiffi,Relatório da Partida,
28.0,dom,2024-03-10,15:00,Milan,0.8,1–0,0.2,Empoli,70.343,Stadio Giuseppe Meazza,Juan Sacchi,Relatório da Partida,
28.0,dom,2024-03-10,18:00,Juventus,1.3,2–2,0.5,Atalanta,39.206,Allianz Stadium,Marco Guida,Relatório da Partida,
28.0,dom,2024-03-10,20:45,Fiorentina,2.1,2–2,0.6,Roma,30.438,Stadio Artemio Franchi,Davide Massa,Relatório da Partida,
28.0,seg,2024-03-11,20:45,Lazio,2.2,1–2,1.2,Udinese,34.0,Stadio Olimpico,Gianluca Aureliano,Relatório da Partida,
,,,,,,,,,,,,,
29.0,sex,2024-03-15,20:45,Empoli,1.0,0–1,2.3,Bologna,16.0,Stadio Carlo Castellani,Michael Fabbri,Relatório da Partida,
29.0,sáb,2024-03-16,15:00,Udinese,0.4,0–2,1.0,Torino,21.223,Bluenergy Stadium,Andrea Colombo,Relatório da Partida,
29.0,sáb,2024-03-16,15:00,Monza,1.0,1–0,0.4,Cagliari,14.145,U-Power Stadium,Matteo Marcenaro,Relatório da Partida,
29.0,sáb,2024-03-16,18:00,Salernitana,1.2,0–1,1.2,Lecce,15.376,Stadio Arechi,Fabio Maresca,Relatório da Partida,
29.0,sáb,2024-03-16,20:45,Frosinone,2.1,2–3,2.9,Lazio,15.78,Stadio Benito Stirpe,Antonio Rapuano,Relatório da Partida,
29.0,dom,2024-03-17,12:30,Juventus,1.0,0–0,0.2,Genoa,40.098,Allianz Stadium,Antonio Giua,Relatório da Partida,
29.0,dom,2024-03-17,15:00,Hellas Verona,0.5,1–3,2.7,Milan,26.165,Stadio Marc'Antonio Bentegodi,Maurizio Mariani,Relatório da Partida,
29.0,dom,2024-03-17,18:00,Roma,0.7,1–0,0.5,Sassuolo,66.871,Stadio Olimpico,Gianluca Manganiello,Relatório da Partida,
29.0,dom,2024-03-17,20:45,Inter,1.6,1–1,1.4,Napoli,71.551,Stadio Giuseppe Meazza,Federico La Penna,Relatório da Partida,
,,,,,,,,,,,,,
30.0,sáb,2024-03-30,12:30,Napoli,1.6,0–3,0.9,Atalanta,50.0,Stadio Diego Armando Maradona,Luca Pairetto,Relatório da Partida,
30.0,sáb,2024-03-30,15:00,Genoa,1.5,1–1,0.8,Frosinone,31.462,Stadio Comunale Luigi Ferraris,Juan Sacchi,Relatório da Partida,
30.0,sáb,2024-03-30,15:00,Torino,1.6,1–0,0.8,Monza,24.286,Stadio Olimpico di Torino,Gianluca Aureliano,Relatório da Partida,
30.0,sáb,2024-03-30,18:00,Lazio,1.1,1–0,0.5,Juventus,53.0,Stadio Olimpico,Andrea Colombo,Relatório da Partida,
30.0,sáb,2024-03-30,20:45,Fiorentina,1.4,1–2,3.1,Milan,34.273,Stadio Artemio Franchi,Fabio Maresca,Relatório da Partida,
30.0,seg,2024-04-01,12:30,Bologna,1.6,3–0,0.6,Salernitana,27.255,Stadio Renato Dall'Ara,Ermanno Feliciani,Relatório da Partida,
30.0,seg,2024-04-01,15:00,Sassuolo,1.2,1–1,1.5,Udinese,11.512,Mapei Stadium - Città del Tricolore,Michael Fabbri,Relatório da Partida,
30.0,seg,2024-04-01,15:00,Cagliari,0.6,1–1,1.4,Hellas Verona,16.285,Unipol Domus,Daniele Doveri,Relatório da Partida,
30.0,seg,2024-04-01,18:00,Lecce,1.8,0–0,1.3,Roma,29.031,Stadio Comunale Via Del Mare,Matteo Marcenaro,Relatório da Partida,
30.0,seg,2024-04-01,20:45,Inter,2.1,2–0,0.5,Empoli,71.551,Stadio Giuseppe Meazza,Federico Dionisi,Relatório da Partida,
,,,,,,,,,,,,,
31.0,sex,2024-04-05,20:45,Salernitana,1.2,2–2,2.3,Sassuolo,14.036,Stadio Arechi,Simone Sozza,Relatório da Partida,
31.0,sáb,2024-04-06,15:00,Milan,1.5,3–0,0.5,Lecce,71.576,Stadio Giuseppe Meazza,Luca Massimi,Relatório da Partida,
31.0,sáb,2024-04-06,18:00,Roma,0.7,1–0,0.4,Lazio,64.513,Stadio Olimpico,Marco Guida,Relatório da Partida,
31.0,sáb,2024-04-06,20:45,Empoli,0.5,3–2,2.1,Torino,8.374,Stadio Carlo Castellani,Davide Massa,Relatório da Partida,
31.0,dom,2024-04-07,12:30,Frosinone,0.4,0–0,2.0,Bologna,14.986,Stadio Benito Stirpe,Daniele Orsato,Relatório da Partida,
31.0,dom,2024-04-07,15:00,Monza,0.4,2–4,2.2,Napoli,13.169,U-Power Stadium,Daniele Doveri,Relatório da Partida,
31.0,dom,2024-04-07,18:00,Cagliari,0.7,2–1,0.5,Atalanta,16.342,Unipol Domus,Antonio Rapuano,Relatório da Partida,
31.0,dom,2024-04-07,18:00,Hellas Verona,1.3,1–2,2.2,Genoa,20.342,Stadio Marc'Antonio Bentegodi,Gianluca Manganiello,Relatório da Partida,
31.0,dom,2024-04-07,20:45,Juventus,1.9,1–0,0.5,Fiorentina,37.994,Allianz Stadium,Federico La Penna,Relatório da Partida,
31.0,seg,2024-04-08,20:45,Udinese,0.1,1–2,3.3,Inter,24.993,Bluenergy Stadium,Marco Piccinini,Relatório da Partida,
,,,,,,,,,,,,,
32.0,sex,2024-04-12,20:45,Lazio,1.9,4–1,0.6,Salernitana,34.0,Stadio Olimpico,Luca Zufferli,Relatório da Partida,
32.0,sáb,2024-04-13,15:00,Lecce,2.6,1–0,0.1,Empoli,25.957,Stadio Comunale Via Del Mare,Maurizio Mariani,Relatório da Partida,
32.0,sáb,2024-04-13,18:00,Torino,0.6,0–0,1.2,Juventus,27.788,Stadio Olimpico di Torino,Fabio Maresca,Relatório da Partida,
32.0,sáb,2024-04-13,20:45,Bologna,2.1,0–0,0.4,Monza,26.903,Stadio Renato Dall'Ara,Federico La Penna,Relatório da Partida,
32.0,dom,2024-04-14,12:30,Napoli,2.2,2–2,2.4,Frosinone,51.177,Stadio Diego Armando Maradona,Michael Fabbri,Relatório da Partida,
32.0,dom,2024-04-14,15:00,Sassuolo,1.2,3–3,2.8,Milan,19.199,Mapei Stadium - Città del Tricolore,Davide Massa,Relatório da Partida,
32.0,dom,2024-04-14,20:45,Inter,2.0,2–2,1.1,Cagliari,72.559,Stadio Giuseppe Meazza,Francesco Fourneau,Relatório da Partida,
32.0,seg,2024-04-15,18:30,Fiorentina,1.5,1–1,1.3,Genoa,25.12,Stadio Artemio Franchi,Davide Di Marco,Relatório da Partida,
32.0,seg,2024-04-15,20:45,Atalanta,1.5,2–2,1.5,Hellas Verona,14.666,Gewiss Stadium,Juan Sacchi,Relatório da Partida,
,,,,,,,,,,,,,
33.0,sex,2024-04-19,18:30,Genoa,0.5,0–1,1.0,Lazio,30.697,Stadio Comunale Luigi Ferraris,Ermanno Feliciani,Relatório da Partida,
33.0,sex,2024-04-19,20:45,Cagliari,2.2,2–2,0.7,Juventus,16.179,Unipol Domus,Marco Piccinini,Relatório da Partida,
33.0,sáb,2024-04-20,18:00,Empoli,0.9,1–0,0.6,Napoli,12.5,Stadio Carlo Castellani,Gianluca Manganiello,Relatório da Partida,
33.0,sáb,2024-04-20,20:45,Hellas Verona,0.8,1–0,1.7,Udinese,27.662,Stadio Marc'Antonio Bentegodi,Marco Guida,Relatório da Partida,
33.0,dom,2024-04-21,12:30,Sassuolo,0.6,0–3,2.3,Lecce,16.21,Mapei Stadium - Città del Tricolore,Daniele Doveri,Relatório da Partida,
33.0,dom,2024-04-21,15:00,Torino,0.6,0–0,0.6,Frosinone,23.728,Stadio Olimpico di Torino,Antonio Rapuano,Relatório da Partida,
33.0,dom,2024-04-21,18:00,Salernitana,0.2,0–2,2.0,Fiorentina,14.597,Stadio Arechi,Matteo Marchetti,Relatório da Partida,
33.0,dom,2024-04-21,20:45,Monza,1.1,1–2,1.5,Atalanta,13.983,U-Power Stadium,Antonio Giua,Relatório da Partida,
33.0,seg,2024-04-22,18:30,Roma,2.0,1–3,1.1,Bologna,63.85,Stadio Olimpico,Fabio Maresca,Relatório da Partida,
33.0,seg,2024-04-22,20:45,Milan,2.2,1–2,2.0,Inter,75.554,Stadio Giuseppe Meazza,Andrea Colombo,Relatório da Partida,
,,,,,,,,,,,,,
32.0,qui,2024-04-25,20:00,Udinese,0.6,1–2,1.4,Roma,24.947,Bluenergy Stadium,Luca Pairetto,Relatório da Partida,
,,,,,,,,,,,,,
34.0,sex,2024-04-26,20:45,Frosinone,1.7,3–0,1.4,Salernitana,13.728,Stadio Benito Stirpe,Francesco Fourneau,Relatório da Partida,
34.0,sáb,2024-04-27,15:00,Lecce,0.9,1–1,1.1,Monza,27.167,Stadio Comunale Via Del Mare,Alberto Santoro,Relatório da Partida,
34.0,sáb,2024-04-27,18:00,Juventus,1.4,0–0,0.3,Milan,39.845,Allianz Stadium,Maurizio Mariani,Relatório da Partida,
34.0,sáb,2024-04-27,20:45,Lazio,1.1,1–0,0.6,Hellas Verona,39.0,Stadio Olimpico,Davide Massa,Relatório da Partida,
34.0,dom,2024-04-28,12:30,Inter,1.7,2–0,0.5,Torino,71.686,Stadio Giuseppe Meazza,Maria Sole Ferrieri Caputi,Relatório da Partida,
34.0,dom,2024-04-28,15:00,Bologna,0.7,1–1,0.7,Udinese,27.396,Stadio Renato Dall'Ara,Juan Sacchi,Relatório da Partida,
34.0,dom,2024-04-28,18:00,Atalanta,1.9,2–0,0.4,Empoli,14.614,Gewiss Stadium,Michael Fabbri,Relatório da Partida,
34.0,dom,2024-04-28,18:00,Napoli,3.0,2–2,1.6,Roma,45.0,Stadio Diego Armando Maradona,Simone Sozza,Relatório da Partida,
34.0,dom,2024-04-28,20:45,Fiorentina,3.2,5–1,0.3,Sassuolo,22.575,Stadio Artemio Franchi,Matteo Marcenaro,Relatório da Partida,
34.0,seg,2024-04-29,20:45,Genoa,1.2,3–0,1.1,Cagliari,17.257,Stadio Comunale Luigi Ferraris,Federico Dionisi,Relatório da Partida,
,,,,,,,,,,,,,
35.0,sex,2024-05-03,20:45,Torino,0.7,0–0,0.2,Bologna,23.895,Stadio Olimpico di Torino,Simone Sozza,Relatório da Partida,
35.0,sáb,2024-05-04,18:00,Monza,1.7,2–2,1.4,Lazio,10.454,U-Power Stadium,Luca Pairetto,Relatório da Partida,
35.0,sáb,2024-05-04,20:45,Sassuolo,0.3,1–0,1.1,Inter,19.454,Mapei Stadium - Città del Tricolore,Matteo Marchetti,Relatório da Partida,
35.0,dom,2024-05-05,12:30,Cagliari,1.0,1–1,1.8,Lecce,16.407,Unipol Domus,Matteo Marcenaro,Relatório da Partida,
35.0,dom,2024-05-05,15:00,Empoli,0.3,0–0,1.2,Frosinone,13.11,Stadio Carlo Castellani,Daniele Doveri,Relatório da Partida,
35.0,dom,2024-05-05,15:00,Hellas Verona,1.9,2–1,0.9,Fiorentina,27.821,Stadio Marc'Antonio Bentegodi,Antonio Rapuano,Relatório da Partida,
35.0,dom,2024-05-05,18:00,Milan,2.8,3–3,1.0,Genoa,73.901,Stadio Giuseppe Meazza,Alessandro Prontera,Relatório da Partida,
35.0,dom,2024-05-05,20:45,Roma,1.7,1–1,1.2,Juventus,63.996,Stadio Olimpico,Andrea Colombo,Relatório da Partida,
35.0,seg,2024-05-06,18:00,Salernitana,0.5,1–2,1.9,Atalanta,12.98,Stadio Arechi,Ermanno Feliciani,Relatório da Partida,
35.0,seg,2024-05-06,20:45,Udinese,0.7,1–1,0.8,Napoli,20.872,Bluenergy Stadium,Gianluca Aureliano,Relatório da Partida,
,,,,,,,,,,,,,
36.0,sex,2024-05-10,20:45,Frosinone,1.3,0–5,1.8,Inter,16.021,Stadio Benito Stirpe,Antonio Giua,Relatório da Partida,
36.0,sáb,2024-05-11,18:00,Napoli,1.5,0–2,1.4,Bologna,43.0,Stadio Diego Armando Maradona,Luca Pairetto,Relatório da Partida,
36.0,sáb,2024-05-11,20:45,Milan,3.3,5–1,1.5,Cagliari,70.612,Stadio Giuseppe Meazza,Simone Sozza,Relatório da Partida,
